item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
99304795,LANEBERG / SVENBERTIL,Tables & desks,1475.0,No old price,True,https://www.ikea.com/sa/en/p/laneberg-svenbertil-table-and-4-chairs-brown-black-black-s99304795/,No,"        Table and 4 chairs,          130/190x80 cm",K Hagberg/M Hagberg/Mia Lagerman,,,80.0
39285771,INGATORP / INGOLF,Tables & desks,3015.0,No old price,True,https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-6-chairs-black-lingbo-multicolour-1-s39285771/,No,"        Table and 6 chairs,          155/215x87 cm",IKEA of Sweden/E Strandmark/Carina Bengs,,,87.0
10267046,KUNGSHOLMEN,Outdoor furniture,575.0,No old price,True,https://www.ikea.com/sa/en/p/kungsholmen-corner-section-outdoor-black-brown-10267046/,No,"        Corner section, outdoor",Nike Karlsson,80.0,73.0,80.0
49311492,JONAXEL,Bookcases & shelving units,95.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-clothes-rail-s49311492/,No,"        Frame with clothes rail,          50x51x104 cm",IKEA of Sweden,51.0,104.0,50.0
70265247,MÖLLARP,TV & media furniture,17.0,No old price,True,https://www.ikea.com/sa/en/p/moellarp-handle-black-70265247/,No,"        Handle,          106 mm",K Hagberg/M Hagberg,28.0,,9.0
70404875,FRANKLIN,Chairs,129.0,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-70404875/,No,"        Bar stool with backrest, foldable,          63 cm",K Hagberg/M Hagberg,44.0,95.0,50.0
90336550,BENÖ,Outdoor furniture,9.0,No old price,True,https://www.ikea.com/sa/en/p/benoe-chair-pad-outdoor-90336550/,No,"        Chair pad, outdoor,          35 cm",Paulin Machado,,,
49265895,HAVSTA,Cabinets & cupboards,4580.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s49265895/,Yes,"        Storage comb w sliding glass doors,          242x47x212 cm",IKEA of Sweden,47.0,212.0,242.0
338407,BAGGANÄS,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-handle-brass-colour-00338407/,Yes,"        Handle,          143 mm",H Preutz/A Fredriksson,31.0,,9.0
50275596,OXBERG,Bookcases & shelving units,100.0,No old price,True,https://www.ikea.com/sa/en/p/oxberg-door-white-50275596/,Yes,"        Door,          40x97 cm",502.755.96 Adjustable hinges allow you to adjust the door horizontally and vertically.Behind the panel doors you can keep your belongings hidden and free from dust.Hinges included.Knobs included.1 door will fit BILLY bookcase 40 cm and 2 doors will fit BILLY bookcase 80 cm.Can be used on the corner unit only if the shelf next to it has no doors.The door does not fit bookcases purchased in the spring of 2014 or earlier.,,97.0,40.0
9184448,SVALNÄS,Bookcases & shelving units,620.0,No old price,True,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-s09184448/,No,"        Wall-mounted workspace combination,          86x35x176 cm",Jon Karlsson,35.0,176.0,86.0
50244741,MICKE,Tables & desks,690.0,No old price,True,https://www.ikea.com/sa/en/p/micke-corner-workstation-black-brown-50244741/,Yes,"        Corner workstation,          100x142 cm",Henrik Preutz,100.0,142.0,
90417909,KUDDARNA,Outdoor furniture,49.0,No old price,True,https://www.ikea.com/sa/en/p/kuddarna-chair-cushion-outdoor-beige-90417909/,Yes,"        Chair cushion, outdoor,          50x50 cm",IKEA of Sweden,50.0,,50.0
40332074,MÄSTERBY,Chairs,145.0,No old price,True,https://www.ikea.com/sa/en/p/maesterby-step-stool-beige-40332074/,No,        Step stool,Chris Martin,40.0,50.0,43.0
20391856,DUVHOLMEN,Outdoor furniture,75.0,No old price,True,https://www.ikea.com/sa/en/p/duvholmen-inner-cushion-for-seat-back-cushion-outdoor-grey-20391856/,No,"        Inner cushion for seat/back cushion,          71x45/42x45 cm",IKEA of Sweden,,,
69297268,NORRÅKER / NORRARYD,Tables & desks,915.0,"SR 1,045",True,https://www.ikea.com/sa/en/p/norraker-norraryd-table-and-2-chairs-birch-white-s69297268/,No,"        Table and 2 chairs,          74x74 cm",Nike Karlsson/J Karlsson/N Karlsson,,,74.0
10334319,BILLSBRO,Bookcases & shelving units,55.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-10334319/,Yes,"        Handle,          720 mm",H Preutz/A Fredriksson,,,
70323600,BILLSBRO,TV & media furniture,19.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-70323600/,No,"        Handle,          120 mm",H Preutz/A Fredriksson,,,
90446619,HÖGSMA,Trolleys,49.0,No old price,True,https://www.ikea.com/sa/en/p/hoegsma-chopping-board-bamboo-90446619/,No,"        Chopping board,          42x31 cm",IKEA of Sweden,,,30.0
99270465,LANDSKRONA,Sofas & armchairs,4295.0,No old price,True,https://www.ikea.com/sa/en/p/landskrona-4-seat-sofa-with-chaise-longue-gunnared-light-green-wood-s99270465/,Yes,        4-seat sofa,Tord Björklund/IKEA of Sweden,158.0,78.0,282.0
70302283,BRUSALI,Bookcases & shelving units,237.0,SR 395,True,https://www.ikea.com/sa/en/p/brusali-bookcase-brown-70302283/,No,"        Bookcase,          67x190 cm",IKEA of Sweden,33.0,190.0,67.0
59221165,GAMLARED / STEFAN,Tables & desks,565.0,No old price,True,https://www.ikea.com/sa/en/p/gamlared-stefan-table-and-2-chairs-light-antique-stain-brown-black-s59221165/,No,"        Table and 2 chairs,          85 cm",Mikael Axelsson/IKEA of Sweden,,,
29291857,SJÄLLAND,Outdoor furniture,3102.0,"SR 3,735",True,https://www.ikea.com/sa/en/p/sjaelland-table-6-reclining-chairs-outdoor-dark-grey-kuddarna-beige-s29291857/,Yes,"        Table+6 reclining chairs, outdoor,          156x90 cm",David Wahl/IKEA of Sweden,,73.0,90.0
19184339,BRIMNES,TV & media furniture,1265.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-tv-storage-combination-black-s19184339/,Yes,"        TV storage combination,          258x41x190 cm",K Hagberg/M Hagberg,41.0,190.0,258.0
70103250,INGOLF,Chairs,195.0,No old price,True,https://www.ikea.com/sa/en/p/ingolf-chair-white-70103250/,Yes,        Chair,Carina Bengs,52.0,91.0,43.0
59277652,VALLENTUNA,Beds,2932.0,"SR 3,665",True,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-with-sofa-bed-and-storage-hillared-light-blue-s59277652/,Yes,        2-seat modular sofa with sofa-bed,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,113.0,84.0,186.0
99011764,MELLTORP / MARIUS,Chairs,149.0,SR 175,True,https://www.ikea.com/sa/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/,No,"        Table and 2 stools,          75 cm",Ola Wihlborg/Lisa Norinder,,72.0,75.0
90347167,VISTHUS,Chests of drawers & drawer units,521.5,SR 745,True,https://www.ikea.com/sa/en/p/visthus-chest-of-6-drawers-grey-white-90347167/,No,"        Chest of 6 drawers,          63x126 cm",T Winkel/T Jacobsen,49.0,126.0,63.0
29296690,BEKANT,Tables & desks,6180.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-conference-table-black-stained-ash-veneer-white-s29296690/,Yes,"        Conference table,          420x140 cm",K Malmvall/E Lilja Löwenhielm,,73.0,140.0
60400745,YNGVAR,Bar furniture,475.0,No old price,True,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,No,"        Bar stool,          75 cm",IKEA of Sweden,40.0,,40.0
20307037,GULLIVER,Nursery furniture,795.0,No old price,True,https://www.ikea.com/sa/en/p/gulliver-changing-table-white-20307037/,No,        Changing table,IKEA of Sweden,54.0,93.0,82.0
9189484,EKET,Bookcases & shelving units,978.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s09189484/,Yes,"        Wall-mounted cabinet combination,          105x35x70 cm",IKEA of Sweden/Jon Karlsson,35.0,70.0,105.0
59324248,PAX,Wardrobes,2710.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s59324248/,Yes,"        Wardrobe combination,          150x58x236 cm",IKEA of Sweden/Ehlén Johansson/Ola Wihlborg,58.0,236.0,150.0
99295593,VIMLE,Sofas & armchairs,3535.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-with-chaise-longue-with-headrest-gunnared-medium-grey-s99295593/,Yes,        3-seat sofa,Ehlén Johansson,164.0,103.0,252.0
50328665,LIXHULT,Cabinets & cupboards,89.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-metal-white-50328665/,Yes,"        Cabinet,          25x25 cm",Jon Karlsson,25.0,25.0,25.0
59157541,ELVARLI,Wardrobes,924.0,"SR 1,050",True,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-s59157541/,No,"        2 sections,          175x51x222-350 cm",Ehlén Johansson,50.0,,175.0
20308697,TROFAST,Children's furniture,320.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-frame-light-white-stained-pine-pine-20308697/,No,"        Frame,          94x52 cm",Studio Copenhagen,44.0,52.0,94.0
80331973,VUKU,Wardrobes,49.0,No old price,True,https://www.ikea.com/sa/en/p/vuku-wardrobe-white-80331973/,No,"        Wardrobe,          74x51x149 cm",J Karlsson/W Chong,51.0,149.0,74.0
39221307,EKEDALEN / HENRIKSDAL,Chairs,2765.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-henriksdal-table-and-6-chairs-dark-brown-orrsta-light-grey-s39221307/,No,"        Table and 6 chairs,          180/240 cm",IKEA of Sweden/Ehlén Johansson,,,
70391712,FRÖSÖN,Outdoor furniture,39.0,No old price,True,https://www.ikea.com/sa/en/p/froesoen-cover-for-back-cushion-outdoor-beige-70391712/,Yes,"        Cover for back cushion,          62x44 cm",Eva Lilja Löwenhielm,,,62.0
69017833,BILLY / MORLIDEN,Cabinets & cupboards,1770.0,No old price,True,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-white-s69017833/,Yes,"        Bookcase,          160x30x237 cm",IKEA of Sweden/Gillis Lundgren,30.0,237.0,160.0
80417636,YNGVAR,Chairs,395.0,No old price,True,https://www.ikea.com/sa/en/p/yngvar-chair-anthracite-80417636/,No,        Chair,IKEA of Sweden,51.0,71.0,53.0
49301921,BESTÅ,Bookcases & shelving units,1155.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-black-brown-glassvik-stallarp-dark-red-brown-clear-glass-s49301921/,Yes,"        Storage combination w glass doors,          60x22x202 cm",Carl Öjerstam/IKEA of Sweden,22.0,202.0,60.0
20308701,TROFAST,Children's furniture,165.0,No old price,True,https://www.ikea.com/sa/en/p/trofast-wall-storage-light-white-stained-pine-pine-20308701/,No,"        Wall storage,          93x30 cm",Mia Lagerman,21.0,30.0,93.0
19214322,LINNMON / ADILS,Tables & desks,165.0,SR 235,True,https://www.ikea.com/sa/en/p/linnmon-adils-table-beige-white-s19214322/,Yes,"        Table,          150x75 cm",IKEA of Sweden,,74.0,75.0
19285866,NORDEN / RÅSKOG,Chairs,1067.0,"SR 1,109",True,https://www.ikea.com/sa/en/p/norden-raskog-table-and-2-stools-birch-black-s19285866/,No,"        Table and 2 stools,          89/152 cm",Nike Karlsson,,,
49297293,TINGBY / NILSOVE,Chairs,2575.0,No old price,True,https://www.ikea.com/sa/en/p/tingby-nilsove-table-and-4-chairs-white-rattan-white-s49297293/,No,"        Table and 4 chairs,          180x90 cm",Mikael Warnhammar/A Fredriksson/J Hultqvist/W Chong,,,90.0
257953,GONATT,Beds,1095.0,No old price,True,https://www.ikea.com/sa/en/p/gonatt-cot-light-grey-00257953/,No,"        Cot,          60x120 cm",J Asshoff/H Brogård,,103.0,66.0
59297481,FLOTTEBO,Beds,1596.0,"SR 1,995",True,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-dark-grey-s59297481/,Yes,"        Sofa-bed,          90 cm",C Halskov/H Dalsgaard,90.0,79.0,200.0
30441554,TIMMERVIKEN,Cabinets & cupboards,115.0,No old price,True,https://www.ikea.com/sa/en/p/timmerviken-door-black-30441554/,No,"        Door,          60x64 cm",304.415.54 The door keeps your belongings hidden and free from dust.You can choose to mount the door on the right or left side.To be completed with BESTÅ hinges.1 door requires 1 pack of hinges. Sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.,,64.0,60.0
79902935,BRIMNES,Beds,575.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-s79902935/,Yes,"        Bed frame with storage,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,54.0,20.0,146.0
19249406,HÄLLAN,Cabinets & cupboards,1400.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s19249406/,No,"        Storage combination with doors,          90x47x167 cm",Jon Karlsson,47.0,167.0,90.0
99252541,LÅNGFJÄLL,Chairs,695.0,No old price,True,https://www.ikea.com/sa/en/p/langfjaell-office-chair-gunnared-light-brown-pink-white-s99252541/,Yes,        Office chair,Eva Lilja Löwenhielm,68.0,,68.0
99285042,VIMLE,Sofas & armchairs,4740.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-corner-sofa-4-seat-orrsta-black-blue-s99285042/,Yes,"        Corner sofa, 4-seat",Ehlén Johansson,98.0,83.0,249.0
39337911,POÄNG,Children's furniture,179.0,No old price,True,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-birch-veneer-almas-beige-s39337911/,No,        Children's armchair,Noboru Nakamura,56.0,68.0,47.0
80213446,ÄPPLARÖ,Outdoor furniture,205.0,No old price,True,https://www.ikea.com/sa/en/p/aepplaroe-table-stool-section-outdoor-brown-stained-brown-80213446/,No,"        Table/stool section, outdoor,          63x63 cm",K Hagberg/M Hagberg,,28.0,63.0
80398633,GRÖNLID,Sofas & armchairs,900.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-footstool-with-storage-kimstad-dark-brown-80398633/,No,        Footstool with storage,Francis Cayouette,,49.0,73.0
9305247,PLATSA,TV & media furniture,307.0,SR 310,True,https://www.ikea.com/sa/en/p/platsa-tv-bench-white-s09305247/,No,"        TV bench,          120x42x44 cm",IKEA of Sweden,42.0,44.0,120.0
39230712,BILLY,Bookcases & shelving units,700.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-combination-hght-extension-black-brown-s39230712/,No,"        Bookcase combination/hght extension,          120x28x237 cm",IKEA of Sweden/Gillis Lundgren,28.0,237.0,120.0
59287340,BILLY,Bookcases & shelving units,1085.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-w-hght-ext-ut-pnl-glss-drs-brown-ash-veneer-s59287340/,Yes,"        Bookcase w hght ext ut/pnl/glss drs,          80x30x237 cm",Gillis Lundgren/IKEA of Sweden/K Hagberg/M Hagberg,30.0,237.0,80.0
60413502,HEMNES,Bookcases & shelving units,796.0,SR 995,True,https://www.ikea.com/sa/en/p/hemnes-bookcase-white-stain-light-brown-60413502/,Yes,"        Bookcase,          90x197 cm",Carina Bengs,37.0,197.0,90.0
30308395,RÅSKOG,Chairs,175.0,No old price,True,https://www.ikea.com/sa/en/p/raskog-bar-stool-beige-30308395/,No,"        Bar stool,          63 cm",Nike Karlsson,44.0,63.0,44.0
29294554,VITTSJÖ,Bookcases & shelving units,695.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s29294554/,No,"        Storage combination,          202x36x175 cm",Johan Kroon,36.0,175.0,202.0
287808,HEJNE,Bookcases & shelving units,45.0,No old price,True,https://www.ikea.com/sa/en/p/hejne-shelf-softwood-00287808/,Yes,"        Shelf,          77x28 cm 2 pack",IKEA of Sweden,28.0,,77.0
30352246,RÅSKOG,Chairs,175.0,No old price,True,https://www.ikea.com/sa/en/p/raskog-bar-stool-black-30352246/,No,"        Bar stool,          63 cm",Nike Karlsson,44.0,63.0,44.0
90412426,NISSE,Chairs,49.0,No old price,True,https://www.ikea.com/sa/en/p/nisse-folding-chair-dark-blue-lilac-90412426/,No,        Folding chair,Lisa Norinder,47.0,76.0,45.0
79221310,EKEDALEN / EKEDALEN,Chairs,1640.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-with-2-chairs-and-bench-dark-brown-orrsta-light-grey-s79221310/,No,"        Table with 2 chairs and bench,          120/180 cm",Ehlén Johansson,,,
90409607,ALEX,Tables & desks,795.0,No old price,True,https://www.ikea.com/sa/en/p/alex-desk-blue-90409607/,Yes,"        Desk,          131x60 cm",Johanna Asshoff,60.0,76.0,131.0
30275861,KALLAX,Room dividers,495.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-30275861/,Yes,"        Shelving unit,          147x147 cm",Tord Björklund,39.0,147.0,147.0
90435324,TOSSBERG,Chairs,495.0,No old price,True,https://www.ikea.com/sa/en/p/tossberg-chair-metal-black-grey-90435324/,No,        Chair,IKEA of Sweden,56.0,82.0,60.0
39288128,DELAKTIG,Beds,2495.0,No old price,True,https://www.ikea.com/sa/en/p/delaktig-bed-frame-headboard-2-side-tables-aluminium-black-s39288128/,No,"        Bed frame/headboard/2 side tables,          160x200 cm",IKEA of Sweden/Tom Dixon,,99.0,204.0
69221278,EKEDALEN / EKEDALEN,Tables & desks,1695.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-4-chairs-dark-brown-orrsta-light-grey-s69221278/,No,"        Table and 4 chairs,          120/180 cm",Ehlén Johansson,,,
49294548,VITTSJÖ,Bookcases & shelving units,1035.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s49294548/,No,"        Storage combination,          300x36x175 cm",Johan Kroon,36.0,175.0,300.0
69282399,BEKANT,Chests of drawers & drawer units,844.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-black-s69282399/,Yes,"        Storage unit on legs,          41x61 cm",Eva Lilja Löwenhielm,45.0,61.0,41.0
60419962,JONAXEL,Bookcases & shelving units,15.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-wire-basket-white-60419962/,Yes,"        Wire basket,          25x51x15 cm",IKEA of Sweden,51.0,15.0,25.0
59048415,VÄDDÖ,Outdoor furniture,477.0,SR 795,True,https://www.ikea.com/sa/en/p/vaeddoe-table-4-chairs-outdoor-white-s59048415/,No,"        Table+4 chairs, outdoor",Henrik Preutz,,,
30442662,EKOLSUND,Sofas & armchairs,250.0,No old price,True,https://www.ikea.com/sa/en/p/ekolsund-cover-for-recliner-gunnared-light-brown-pink-30442662/,Yes,        Cover for recliner,Anna Palleschitz,94.0,97.0,85.0
397736,NORRARYD,Bar furniture,395.0,No old price,True,https://www.ikea.com/sa/en/p/norraryd-bar-stool-with-backrest-black-00397736/,No,"        Bar stool with backrest,          74 cm",Nike Karlsson,47.0,103.0,46.0
30334605,EKET,Bookcases & shelving units,220.0,SR 275,True,https://www.ikea.com/sa/en/p/eket-cabinet-w-2-doors-and-2-shelves-white-30334605/,Yes,"        Cabinet w 2 doors and 2 shelves,          70x25x70 cm",Jon Karlsson,25.0,70.0,70.0
89240761,HOLMSUND,Sofas & armchairs,2295.0,No old price,True,https://www.ikea.com/sa/en/p/holmsund-three-seat-sofa-bed-orrsta-light-white-grey-s89240761/,Yes,        Three-seat sofa-bed,K Hagberg/M Hagberg,99.0,96.0,230.0
19289303,DELAKTIG,Sofas & armchairs,2350.0,No old price,True,https://www.ikea.com/sa/en/p/delaktig-armchair-gunnared-light-brown-pink-s19289303/,Yes,        Armchair,Tom Dixon,84.0,79.0,94.0
30357003,KALLRÖR,Cabinets & cupboards,45.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-30357003/,No,"        Handle,          597 mm",IKEA of Sweden,38.0,,
29324320,PLATSA,Wardrobes,1606.0,"SR 1,785",True,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-6-drawers-white-fonnes-white-s29324320/,No,"        Wardrobe with 6 drawers,          140x42x241 cm",IKEA of Sweden/Ola Wihlborg,42.0,241.0,140.0
39292465,VIMLE,Beds,4120.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-open-end-tallmyra-black-grey-s39292465/,Yes,        3-seat sofa-bed,Ehlén Johansson/IKEA of Sweden,98.0,83.0,246.0
49240193,NORSBORG,Sofas & armchairs,2020.0,"SR 2,525",True,https://www.ikea.com/sa/en/p/norsborg-3-seat-sofa-edum-beige-birch-beige-s49240193/,Yes,        3-seat sofa,Ehlén Johansson,88.0,85.0,213.0
99323614,SMÅGÖRA,Tables & desks,370.0,No old price,True,https://www.ikea.com/sa/en/p/smagoera-changing-tbl-bookshelf-w-1-shlf-ut-white-s99323614/,No,        Changing tbl/bookshelf w 1 shlf ut,IKEA of Sweden,40.0,91.0,60.0
89128953,PÅHL,Children's furniture,325.0,No old price,True,https://www.ikea.com/sa/en/p/pahl-desk-white-s89128953/,Yes,"        Desk,          128x58 cm",S Fager/J Jelinek,58.0,,128.0
29259838,MÖRBYLÅNGA / VOLFGANG,Chairs,4745.0,No old price,True,https://www.ikea.com/sa/en/p/moerbylanga-volfgang-table-and-6-chairs-brown-gunnared-medium-grey-s29259838/,No,"        Table and 6 chairs,          220x100 cm",S Lanneskog/J Marnell,,74.0,100.0
9193754,KIVIK,Sofas & armchairs,2195.0,No old price,True,https://www.ikea.com/sa/en/p/kivik-three-seat-sofa-hillared-dark-blue-s09193754/,Yes,        Three-seat sofa,Ola Wihlborg,95.0,83.0,228.0
69229217,EKEDALEN / BERNHARD,Chairs,5465.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-6-chairs-brown-mjuk-white-s69229217/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson/Ola Wihlborg,,,
49898435,LÄCKÖ,Outdoor furniture,493.0,No old price,True,https://www.ikea.com/sa/en/p/laeckoe-table-2-chairs-outdoor-grey-s49898435/,No,"        Table+2 chairs, outdoor",Jon Karlsson,,,
29296906,MÖRBYLÅNGA / ODGER,Tables & desks,4265.0,No old price,True,https://www.ikea.com/sa/en/p/moerbylanga-odger-table-and-6-chairs-oak-veneer-blue-s29296906/,No,"        Table and 6 chairs,          220x100 cm",J Löfgren/J Pettersson/S Lanneskog/J Marnell,,,100.0
89278612,GRÖNLID,Sofas & armchairs,7610.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-5-seat-with-chaise-longue-sporda-natural-s89278612/,Yes,"        Corner sofa-bed, 5-seat",IKEA of Sweden/Ehlén Johansson/Francis Cayouette,164.0,104.0,252.0
30449908,LACK,Tables & desks,30.0,No old price,True,https://www.ikea.com/sa/en/p/lack-side-table-white-30449908/,Yes,"        Side table,          55x55 cm",IKEA of Sweden,,45.0,55.0
